sid,gender,utterance,onset,vot,f0
s00,female,isolation,fortis,15.403059168523779,289.1050410447545
s00,female,isolation,fortis,11.418402479385513,253.14956987658925
s00,female,isolation,fortis,7.2200054475369875,255.33612668164625
s00,female,isolation,fortis,10.753237025578851,252.3882716904902
s00,female,isolation,fortis,12.803662591452865,261.07779315701436
s00,female,isolation,fortis,22.907075937840375,252.6062170197385
s00,female,isolation,lenis,67.2399748047382,199.92948506580717
s00,female,isolation,lenis,42.563640680397285,206.04863372625445
s00,female,isolation,lenis,48.538933900241695,240.7503766753918
s00,female,isolation,lenis,60.22157731666263,168.803211621731
s00,female,isolation,lenis,103.44814723640188,199.2310760893063
s00,female,isolation,lenis,100.75982771089214,253.90683330315605
s00,female,isolation,aspirated,115.19688187290511,294.46061263510353
s00,female,isolation,aspirated,58.98904535381015,312.7777293436491
s00,female,isolation,aspirated,55.45128205077961,242.5757753797625
s00,female,isolation,aspirated,66.79306102774456,244.6328040575699
s00,female,isolation,aspirated,102.70919513983218,248.30503170907238
s00,female,isolation,aspirated,98.29601413929906,246.94935968398408
s00,female,sentence,fortis,5.302685112870165,291.4566761115474
s00,female,sentence,fortis,5.693388407617602,275.3269721995489
s00,female,sentence,fortis,14.048746047197927,326.67737793835124
s00,female,sentence,fortis,6.6080468339329155,272.8807396835343
s00,female,sentence,fortis,9.203859720528412,215.45760352320167
s00,female,sentence,fortis,13.767440017003736,283.2908461735505
s00,female,sentence,lenis,34.1617590798901,238.61020135414688
s00,female,sentence,lenis,24.357224309701092,238.5949363124274
s00,female,sentence,lenis,47.287562736506175,227.4851394446012
s00,female,sentence,lenis,13.63781056239115,220.41116744095183
s00,female,sentence,lenis,61.73076445240303,226.7061668630672
s00,female,sentence,lenis,50.41079202084978,205.58661379124572
s00,female,sentence,aspirated,54.565023287642575,282.55290261042774
s00,female,sentence,aspirated,22.6117685525024,314.41533056362357
s00,female,sentence,aspirated,38.184618169435375,288.56568004587206
s00,female,sentence,aspirated,29.99915116642633,278.2753791791446
s00,female,sentence,aspirated,10.915190988849186,301.51376805944955
s00,female,sentence,aspirated,53.721152777696496,306.9550663155901
s01,female,isolation,fortis,16.4384144864969,251.81791234870371
s01,female,isolation,fortis,20.424209980111605,247.9467738372187
s01,female,isolation,fortis,8.58115491255289,229.21147927696697
s01,female,isolation,fortis,7.227612115479536,244.5054451312155
s01,female,isolation,fortis,14.444648879110018,223.38335944219892
s01,female,isolation,fortis,23.50775964141603,266.87872044953997
s01,female,isolation,lenis,78.41268466000373,208.32789260149968
s01,female,isolation,lenis,41.997520764349545,258.45454382023604
s01,female,isolation,lenis,70.03827136261957,198.19902321468396
s01,female,isolation,lenis,75.65210420385439,199.82780931928647
s01,female,isolation,lenis,57.27551226661993,258.80423162202
s01,female,isolation,lenis,85.33339753426843,237.06685018152072
s01,female,isolation,aspirated,61.90198588465603,256.4221075662614
s01,female,isolation,aspirated,69.9146409319001,275.9176130228294
s01,female,isolation,aspirated,65.19693685142842,260.1409016218336
s01,female,isolation,aspirated,54.300411291725446,266.7047855417124
s01,female,isolation,aspirated,57.96549142785744,260.70520108212406
s01,female,isolation,aspirated,84.42836695859008,243.44839321254685
s01,female,sentence,fortis,11.285470250639753,276.5635252241829
s01,female,sentence,fortis,2.205693634378264,277.43255554315897
s01,female,sentence,fortis,9.540177501244436,260.3432333906331
s01,female,sentence,fortis,5.8689898849108415,260.6338566670231
s01,female,sentence,fortis,9.807265360992838,250.7072602180707
s01,female,sentence,fortis,15.304302879634607,268.70112058515485
s01,female,sentence,lenis,48.64938564349354,194.10864141496796
s01,female,sentence,lenis,34.87978834439228,198.68055647015785
s01,female,sentence,lenis,39.04679757994978,274.67232521769046
s01,female,sentence,lenis,63.69761941724572,263.4857086528924
s01,female,sentence,lenis,30.179022815576566,234.36076337079908
s01,female,sentence,lenis,37.37129700135134,227.47503923455236
s01,female,sentence,aspirated,45.089224940945584,279.9676796216265
s01,female,sentence,aspirated,76.90723823303415,280.25428664248284
s01,female,sentence,aspirated,42.902149422046826,255.94219110648123
s01,female,sentence,aspirated,124.1564609923049,294.0250406830416
s01,female,sentence,aspirated,31.808264082448492,270.357114580342
s01,female,sentence,aspirated,76.64270499232586,282.6700446194048
s02,female,isolation,fortis,19.92759926152185,227.39526370732463
s02,female,isolation,fortis,13.761800550690895,261.4519338832894
s02,female,isolation,fortis,13.70830451308872,238.06658146606284
s02,female,isolation,fortis,32.40721179571066,257.26327354812486
s02,female,isolation,fortis,11.226486660287245,255.09515581340793
s02,female,isolation,fortis,14.18950368459459,274.71295324115016
s02,female,isolation,lenis,99.46663680416593,201.31950596348207
s02,female,isolation,lenis,69.94107225595987,198.42954473896583
s02,female,isolation,lenis,72.69150976026482,189.1518055625675
s02,female,isolation,lenis,66.78216940972392,202.1243013583204
s02,female,isolation,lenis,43.65607706954569,201.31450985350352
s02,female,isolation,lenis,93.38742121255387,236.0665160409151
s02,female,isolation,aspirated,71.53435996307999,263.4619979197652
s02,female,isolation,aspirated,118.12257969485378,245.14139892210082
s02,female,isolation,aspirated,85.46127176967877,278.2432241091364
s02,female,isolation,aspirated,91.27264511969575,258.0325700987329
s02,female,isolation,aspirated,78.68405794634677,219.06810878096303
s02,female,isolation,aspirated,58.79014632096135,235.01265395404107
s02,female,sentence,fortis,15.430670206568825,268.93048764033307
s02,female,sentence,fortis,11.06864058441616,246.8722438531281
s02,female,sentence,fortis,9.449363723739438,292.3358207440982
s02,female,sentence,fortis,24.103026392417448,265.50178574994163
s02,female,sentence,fortis,12.121793279281864,260.15243489813383
s02,female,sentence,fortis,6.7478692281396135,248.59826124310683
s02,female,sentence,lenis,40.150831129384684,226.19870025536378
s02,female,sentence,lenis,10.659232842760316,203.57056401093072
s02,female,sentence,lenis,60.88536311380767,218.1680162110553
s02,female,sentence,lenis,28.276924061756098,186.42814746526315
s02,female,sentence,lenis,60.192920458381984,207.98488231880447
s02,female,sentence,lenis,39.314238817536975,221.69065534677125
s02,female,sentence,aspirated,28.11774442894495,302.4429727534863
s02,female,sentence,aspirated,47.326447620154255,312.21803336742846
s02,female,sentence,aspirated,78.2349819412821,281.03448030928377
s02,female,sentence,aspirated,50.111249448784974,267.9275754104482
s02,female,sentence,aspirated,45.67732893723595,293.7900328870356
s02,female,sentence,aspirated,85.31954968893021,327.78990266036703
s03,female,isolation,fortis,15.977323681863423,248.89464416941573
s03,female,isolation,fortis,3.3972652366174065,251.00194038258883
s03,female,isolation,fortis,13.690054515984944,244.77313727506103
s03,female,isolation,fortis,5.745844550451863,251.22051049535995
s03,female,isolation,fortis,6.020743038302886,237.91583323014964
s03,female,isolation,fortis,4.792768699945203,252.05361469692235
s03,female,isolation,lenis,46.546794054730896,237.80766560985708
s03,female,isolation,lenis,44.83782881651442,180.53948929293784
s03,female,isolation,lenis,63.64649278540002,246.28486192406382
s03,female,isolation,lenis,60.25109111986873,195.87450426870797
s03,female,isolation,lenis,33.109181665079724,235.65047158557235
s03,female,isolation,lenis,79.07903479344462,201.2677502060798
s03,female,isolation,aspirated,51.86866714131807,227.3795510101158
s03,female,isolation,aspirated,74.7374834887192,274.9321702114215
s03,female,isolation,aspirated,85.84025823454603,290.20975189183395
s03,female,isolation,aspirated,60.70361651649822,249.55840668470336
s03,female,isolation,aspirated,40.0481904877669,270.40205065316866
s03,female,isolation,aspirated,96.90035604128443,264.065133189635
s03,female,sentence,fortis,8.824528659141805,249.16458008863754
s03,female,sentence,fortis,6.7064908489344175,270.2183547335268
s03,female,sentence,fortis,16.93455850379421,237.62729736870057
s03,female,sentence,fortis,21.08960677344611,244.68218279631174
s03,female,sentence,fortis,2.703561596754693,275.4306124432848
s03,female,sentence,fortis,8.908214702089763,292.0936322793754
s03,female,sentence,lenis,50.28067925681189,232.66887469100266
s03,female,sentence,lenis,13.267353409462116,214.7168908736698
s03,female,sentence,lenis,81.5730492608001,246.23679681582945
s03,female,sentence,lenis,47.77132323272014,201.48627345342257
s03,female,sentence,lenis,60.47098266090623,206.3743716061329
s03,female,sentence,lenis,28.761958459230854,219.1865010054102
s03,female,sentence,aspirated,42.717420512981725,267.6615278166391
s03,female,sentence,aspirated,112.11573099046613,298.24351929227345
s03,female,sentence,aspirated,50.83371988380459,284.16384690885957
s03,female,sentence,aspirated,40.76860180954689,275.1211400790244
s03,female,sentence,aspirated,68.30653719965356,301.3549900086639
s03,female,sentence,aspirated,25.282194830428512,279.7623410627008
s04,female,isolation,fortis,18.755713122346336,227.8905214802854
s04,female,isolation,fortis,6.83661635041261,227.51447236720261
s04,female,isolation,fortis,13.31843558259594,255.7644769251708
s04,female,isolation,fortis,9.815732008123842,238.07373506569195
s04,female,isolation,fortis,4.095690763288044,243.74317449513688
s04,female,isolation,fortis,16.144328856948228,257.4141311085025
s04,female,isolation,lenis,120.10082133911318,210.4760517981842
s04,female,isolation,lenis,116.25823678279973,228.74119871965263
s04,female,isolation,lenis,58.58904676568132,189.41994002321846
s04,female,isolation,lenis,69.50740694753344,176.13924367870752
s04,female,isolation,lenis,31.950993168550045,237.41273846533278
s04,female,isolation,lenis,58.20431079645678,175.18798288438188
s04,female,isolation,aspirated,85.79807868852545,282.43025802342476
s04,female,isolation,aspirated,88.98922670625404,288.0639564045289
s04,female,isolation,aspirated,55.23218282621158,244.61311532463796
s04,female,isolation,aspirated,70.37642284431398,274.9331781744554
s04,female,isolation,aspirated,85.50915158801766,231.92315146627942
s04,female,isolation,aspirated,58.02092302024404,274.4145974672345
s04,female,sentence,fortis,8.18077243148405,270.7745305706915
s04,female,sentence,fortis,13.582762137654328,312.0328677297433
s04,female,sentence,fortis,12.049140594755702,256.1692186647685
s04,female,sentence,fortis,3.6042320425253713,260.77305820315564
s04,female,sentence,fortis,12.314230586654581,280.32091781411697
s04,female,sentence,fortis,9.157180617209896,257.77515397497933
s04,female,sentence,lenis,38.91491049731527,194.4177513064584
s04,female,sentence,lenis,63.99072570191568,229.6435977003082
s04,female,sentence,lenis,14.751211904916236,245.3199817299038
s04,female,sentence,lenis,61.450382938746614,222.0242036873218
s04,female,sentence,lenis,23.362040827112445,243.87127365117755
s04,female,sentence,lenis,11.144847934414233,216.99797254044648
s04,female,sentence,aspirated,40.51520483201454,315.12579424266244
s04,female,sentence,aspirated,51.61182801449124,297.5473994612799
s04,female,sentence,aspirated,30.478728716508762,263.173077004175
s04,female,sentence,aspirated,47.447537136735505,198.10587533275455
s04,female,sentence,aspirated,72.44465143039949,281.68917477920485
s04,female,sentence,aspirated,65.55224185537642,285.1234228593612
s05,female,isolation,fortis,11.63069720959226,246.0495407285748
s05,female,isolation,fortis,3.209020794478929,235.93372478763598
s05,female,isolation,fortis,13.209476592292058,235.3189257685057
s05,female,isolation,fortis,23.617183072422417,249.41076812842425
s05,female,isolation,fortis,4.21914761233697,267.60067357238523
s05,female,isolation,fortis,7.567452489706295,222.35239863030932
s05,female,isolation,lenis,60.87431674128659,219.39920432580368
s05,female,isolation,lenis,73.23542053677069,200.78780125523696
s05,female,isolation,lenis,59.967488382756514,186.03076752125332
s05,female,isolation,lenis,47.696530873781946,213.6079832933908
s05,female,isolation,lenis,73.05993893281286,215.18065496591277
s05,female,isolation,lenis,59.32093238962877,231.3168595051989
s05,female,isolation,aspirated,32.136000349430375,253.0176273706191
s05,female,isolation,aspirated,77.54848141965408,239.13673255491946
s05,female,isolation,aspirated,57.905043067815114,226.4636410651671
s05,female,isolation,aspirated,80.25604441431963,222.54402204351152
s05,female,isolation,aspirated,58.46055448249859,258.4295904793849
s05,female,isolation,aspirated,85.62635331352281,232.66997798173176
s05,female,sentence,fortis,13.064951637369992,285.3016823283797
s05,female,sentence,fortis,5.679387132106206,278.86965922510666
s05,female,sentence,fortis,17.26653550482887,268.58124891353685
s05,female,sentence,fortis,11.401342119393897,267.8426887087659
s05,female,sentence,fortis,9.071218902670502,256.9793624880158
s05,female,sentence,fortis,7.881608208831716,264.05686920692153
s05,female,sentence,lenis,30.386290332957984,195.8327167697595
s05,female,sentence,lenis,64.9282055627794,176.36150999219672
s05,female,sentence,lenis,91.6472000735658,225.63734420753926
s05,female,sentence,lenis,21.585998026630982,225.46474560374227
s05,female,sentence,lenis,15.46554300639694,227.25401536349275
s05,female,sentence,lenis,26.142050980544315,229.9221611901651
s05,female,sentence,aspirated,28.475680389578198,342.41635162771195
s05,female,sentence,aspirated,92.87837390732076,310.27152346581994
s05,female,sentence,aspirated,55.04150635709456,279.7169667486881
s05,female,sentence,aspirated,87.01825022157728,264.0140188498629
s05,female,sentence,aspirated,56.19589001325346,322.6752740608709
s05,female,sentence,aspirated,21.515569094122508,342.04904984000086
s06,female,isolation,fortis,2.629684080101352,259.26027373528115
s06,female,isolation,fortis,8.104800173367623,248.34688422906518
s06,female,isolation,fortis,7.1842206382066145,231.8714942608025
s06,female,isolation,fortis,12.318105560114844,238.78081627178912
s06,female,isolation,fortis,22.449222733737628,236.30889852162767
s06,female,isolation,fortis,15.716393636236466,245.82872911301925
s06,female,isolation,lenis,52.78394490848327,233.77346841426757
s06,female,isolation,lenis,49.17137576261106,190.28963785438182
s06,female,isolation,lenis,92.06490114317464,194.42321426320663
s06,female,isolation,lenis,44.92670818889819,203.1078155361824
s06,female,isolation,lenis,82.51847310090035,234.83549532699124
s06,female,isolation,lenis,28.995562761228058,201.8044401148646
s06,female,isolation,aspirated,72.63982902059296,267.2776459254162
s06,female,isolation,aspirated,90.23888667325524,262.4730912888269
s06,female,isolation,aspirated,56.901271642960864,236.01791642723308
s06,female,isolation,aspirated,63.32081479690128,251.79276796728857
s06,female,isolation,aspirated,85.5236618236197,247.31617980529543
s06,female,isolation,aspirated,63.720578504709216,242.3908415516198
s06,female,sentence,fortis,11.231092106416787,247.63629233936288
s06,female,sentence,fortis,2.4876887499851232,286.33463640012485
s06,female,sentence,fortis,11.91596096100577,235.815816078535
s06,female,sentence,fortis,23.700173546435682,271.87888084092015
s06,female,sentence,fortis,5.239256511092585,242.07796056376958
s06,female,sentence,fortis,16.278353928805483,278.9030400226838
s06,female,sentence,lenis,67.7105165396266,213.40876975318534
s06,female,sentence,lenis,38.65759507936731,243.85211895318594
s06,female,sentence,lenis,13.871377608667984,215.87675201316935
s06,female,sentence,lenis,39.9247620660709,199.0481096297495
s06,female,sentence,lenis,47.35459962207705,230.01579197532837
s06,female,sentence,lenis,8.457338221374359,233.46408143101132
s06,female,sentence,aspirated,39.844011285975604,332.9068365557962
s06,female,sentence,aspirated,73.82642677760127,268.1292819192391
s06,female,sentence,aspirated,62.48156148587277,284.2159756580009
s06,female,sentence,aspirated,21.263246747269985,292.8609551299805
s06,female,sentence,aspirated,67.18176251296187,278.6526125486576
s06,female,sentence,aspirated,76.46923671227029,259.8228229840168
s07,female,isolation,fortis,8.747506715801029,251.29143530895408
s07,female,isolation,fortis,12.98871510960704,242.3639870358474
s07,female,isolation,fortis,2.8611219027081414,247.55133488701736
s07,female,isolation,fortis,17.294630144630627,214.82501175396058
s07,female,isolation,fortis,2.687667618726802,233.35247610593007
s07,female,isolation,fortis,13.847925768920486,254.90460551942286
s07,female,isolation,lenis,65.92379068497489,225.79309751552873
s07,female,isolation,lenis,28.185110134151174,177.63472936260456
s07,female,isolation,lenis,42.28643648238223,188.98425863644374
s07,female,isolation,lenis,41.56149302989126,205.0362680470571
s07,female,isolation,lenis,67.34718525292038,200.4539580554097
s07,female,isolation,lenis,41.986161590859304,195.13630738477556
s07,female,isolation,aspirated,78.7172271209494,256.4699952626323
s07,female,isolation,aspirated,101.22268183183736,259.4319091250818
s07,female,isolation,aspirated,83.50567738882637,223.9260779782993
s07,female,isolation,aspirated,116.07271823366155,234.3840004038717
s07,female,isolation,aspirated,65.82057098999337,235.7652521647192
s07,female,isolation,aspirated,65.02285828799025,282.6366268882885
s07,female,sentence,fortis,8.254867214743774,257.02225273107547
s07,female,sentence,fortis,16.119004635172214,256.4867597802273
s07,female,sentence,fortis,6.49258191983481,284.4671225756778
s07,female,sentence,fortis,16.56801532939876,262.06163155370905
s07,female,sentence,fortis,9.21634387526923,293.79662389282385
s07,female,sentence,fortis,7.681140999832318,256.58593916007374
s07,female,sentence,lenis,84.358629082201,254.6466617851986
s07,female,sentence,lenis,25.4299330475101,257.8919974205471
s07,female,sentence,lenis,10.247737817298924,221.38390078013947
s07,female,sentence,lenis,38.631538296104665,188.75211309866086
s07,female,sentence,lenis,28.09530596516724,263.7977147396929
s07,female,sentence,lenis,67.29964095870935,198.91483550537512
s07,female,sentence,aspirated,52.089225266271214,295.15095693872865
s07,female,sentence,aspirated,45.941104337621,282.91645914627503
s07,female,sentence,aspirated,52.494581362405896,249.015956465462
s07,female,sentence,aspirated,54.897370188577625,254.46373460854247
s07,female,sentence,aspirated,27.839576192893208,327.55484820381537
s07,female,sentence,aspirated,39.001221458373585,263.3566830669493
s08,female,isolation,fortis,5.583524867081476,239.34750617239138
s08,female,isolation,fortis,17.91051060883209,221.86267948294204
s08,female,isolation,fortis,13.073070168261124,246.59880451668587
s08,female,isolation,fortis,13.546318374023494,244.16717811747955
s08,female,isolation,fortis,3.0812511097452564,267.5036409862487
s08,female,isolation,fortis,2.2096428044115415,278.2246631600367
s08,female,isolation,lenis,69.14199724712495,212.34860858319985
s08,female,isolation,lenis,54.03334108060294,244.3638374300557
s08,female,isolation,lenis,83.28801516236263,216.47670878754923
s08,female,isolation,lenis,47.969943004409636,192.23751290434956
s08,female,isolation,lenis,40.426109147171175,211.89190984849358
s08,female,isolation,lenis,45.285562669082836,239.39904699693884
s08,female,isolation,aspirated,78.01323871094651,274.65550258836123
s08,female,isolation,aspirated,79.6043569824872,289.5944866427435
s08,female,isolation,aspirated,70.33562977388779,275.206624979546
s08,female,isolation,aspirated,98.69801745775356,266.26574274586346
s08,female,isolation,aspirated,47.19540094717125,253.850365231277
s08,female,isolation,aspirated,73.88569310377325,207.5987185460183
s08,female,sentence,fortis,35.06818842850348,279.8008303512113
s08,female,sentence,fortis,1.1793932069980109,280.65087676026644
s08,female,sentence,fortis,3.49552115118202,249.54092583693904
s08,female,sentence,fortis,7.049127229747487,277.1263472984468
s08,female,sentence,fortis,9.928004656709838,258.6555825060987
s08,female,sentence,fortis,5.090305396448098,266.73747007265683
s08,female,sentence,lenis,14.921684438578604,233.44081810953537
s08,female,sentence,lenis,72.55384646419658,248.7340446462499
s08,female,sentence,lenis,52.32381126796934,264.7697792019522
s08,female,sentence,lenis,30.040023787317015,256.2675038805698
s08,female,sentence,lenis,53.717600893520235,181.36991347895676
s08,female,sentence,lenis,38.91754030648591,194.9341407192799
s08,female,sentence,aspirated,37.37292673154653,242.1416421199597
s08,female,sentence,aspirated,83.53452661332663,287.14914682135276
s08,female,sentence,aspirated,44.839110317735454,296.05047432421264
s08,female,sentence,aspirated,34.570788322233334,298.0107528529169
s08,female,sentence,aspirated,60.91267197638892,294.7719213698818
s08,female,sentence,aspirated,44.72421746795725,269.5080643992458
s09,female,isolation,fortis,11.832400432000137,250.31356669568717
s09,female,isolation,fortis,18.125073291931255,240.2771174436956
s09,female,isolation,fortis,7.159932699850343,248.91434835600168
s09,female,isolation,fortis,18.82041189095435,245.0275274860293
s09,female,isolation,fortis,35.6144107197858,244.03075640265573
s09,female,isolation,fortis,41.641663137818625,264.0731198919911
s09,female,isolation,lenis,33.262069005276814,196.36986550764814
s09,female,isolation,lenis,49.452825577269884,207.15911895189072
s09,female,isolation,lenis,89.81876811351657,229.00065004566676
s09,female,isolation,lenis,74.85223695215687,205.51272297121105
s09,female,isolation,lenis,65.05165122200673,194.45428749033223
s09,female,isolation,lenis,71.49629542141511,202.81636067362842
s09,female,isolation,aspirated,57.80724197668875,250.191888255044
s09,female,isolation,aspirated,46.59474791438876,232.1083740490779
s09,female,isolation,aspirated,70.61094705492809,265.77659249698274
s09,female,isolation,aspirated,67.44646548140186,254.64955242899887
s09,female,isolation,aspirated,65.89420558030056,219.97161278857894
s09,female,isolation,aspirated,54.348433173005816,259.3227428764177
s09,female,sentence,fortis,26.574852781097164,284.76636024521906
s09,female,sentence,fortis,10.78760936618597,260.1519521121437
s09,female,sentence,fortis,20.18664153522604,246.4948280255677
s09,female,sentence,fortis,7.753222696608975,284.9883150306367
s09,female,sentence,fortis,16.994501470792702,222.67650186034598
s09,female,sentence,fortis,22.14109606522622,247.9045677912406
s09,female,sentence,lenis,83.20470615437232,220.14058127119202
s09,female,sentence,lenis,33.68920478755756,205.19380963348624
s09,female,sentence,lenis,63.49631159750939,209.39109508145478
s09,female,sentence,lenis,29.663388333447433,229.18168427293247
s09,female,sentence,lenis,59.31553578461541,193.12543766423136
s09,female,sentence,lenis,47.3149638346432,190.32733764799332
s09,female,sentence,aspirated,37.43174313931913,280.5883050655113
s09,female,sentence,aspirated,29.951671504222258,328.5853659070683
s09,female,sentence,aspirated,20.18869184071788,304.34953484894857
s09,female,sentence,aspirated,32.07476752880279,298.62155308872923
s09,female,sentence,aspirated,71.62683367945414,307.04604153990005
s09,female,sentence,aspirated,51.009034200911046,243.3484517800923
s10,female,isolation,fortis,22.280812695926763,257.57512616632823
s10,female,isolation,fortis,20.940072298674178,230.26355493179412
s10,female,isolation,fortis,9.514163061771793,242.81951194035292
s10,female,isolation,fortis,8.514768098973153,220.8981594466346
s10,female,isolation,fortis,2.2050078107354216,234.78716607726744
s10,female,isolation,fortis,10.08420458034597,276.12157204625856
s10,female,isolation,lenis,53.85648518634455,224.7070222702427
s10,female,isolation,lenis,54.29105023203097,202.9980926664299
s10,female,isolation,lenis,59.28478180238931,197.07811231625212
s10,female,isolation,lenis,85.50162997863819,197.131452355398
s10,female,isolation,lenis,86.95130755195773,218.0513471840565
s10,female,isolation,lenis,54.96687755676129,196.56940961727474
s10,female,isolation,aspirated,66.360852856185,245.15943248219776
s10,female,isolation,aspirated,43.385107797688846,242.26438894480066
s10,female,isolation,aspirated,101.83368679406695,267.48922121500755
s10,female,isolation,aspirated,121.01929517023565,241.60086795246994
s10,female,isolation,aspirated,23.166391041156345,270.5305247420032
s10,female,isolation,aspirated,62.73761398614605,255.6207090143773
s10,female,sentence,fortis,23.522132339761175,274.8111490457592
s10,female,sentence,fortis,10.656669182753097,247.6560270585935
s10,female,sentence,fortis,8.383387028700312,233.03740632321578
s10,female,sentence,fortis,10.2961867357738,261.77843524964504
s10,female,sentence,fortis,12.092779788141254,263.6398926933791
s10,female,sentence,fortis,16.879067352061174,268.4192458776596
s10,female,sentence,lenis,59.34174982263593,250.73946881868386
s10,female,sentence,lenis,21.038650493867834,245.61849825860426
s10,female,sentence,lenis,34.1132684608499,221.5117094413661
s10,female,sentence,lenis,54.068385735060765,236.2149103608863
s10,female,sentence,lenis,35.33274576689173,188.0756946466636
s10,female,sentence,lenis,23.227849032548015,235.5377226785494
s10,female,sentence,aspirated,27.23862050765059,292.77543446608263
s10,female,sentence,aspirated,55.480924186152464,233.1358979965711
s10,female,sentence,aspirated,44.651303264150854,284.9660204223925
s10,female,sentence,aspirated,30.477948513597696,243.0978571893001
s10,female,sentence,aspirated,25.590739456908125,293.5399276533443
s10,female,sentence,aspirated,66.9106543023026,313.1288949705905
s11,female,isolation,fortis,13.411972792934833,215.96141953712032
s11,female,isolation,fortis,7.844161628170473,242.5544665684439
s11,female,isolation,fortis,2.8420592156357585,246.00531199393788
s11,female,isolation,fortis,1.6614764777348452,258.8056519195706
s11,female,isolation,fortis,4.281453284125056,237.11505959934084
s11,female,isolation,fortis,24.049057939199148,261.6411729614876
s11,female,isolation,lenis,51.87644214144007,212.0686859154308
s11,female,isolation,lenis,41.86529179205117,231.52541368106313
s11,female,isolation,lenis,83.8299077436787,207.3302773432198
s11,female,isolation,lenis,66.20046340449338,225.05109925386972
s11,female,isolation,lenis,43.36492675288398,219.02430805827157
s11,female,isolation,lenis,94.99924789838023,207.3061054451892
s11,female,isolation,aspirated,61.037476891978415,241.57123307398902
s11,female,isolation,aspirated,64.4046270160151,249.31560402920735
s11,female,isolation,aspirated,96.54828535214149,255.20128971658767
s11,female,isolation,aspirated,78.61000014024629,272.1467837705112
s11,female,isolation,aspirated,83.10994009717707,240.20187884674655
s11,female,isolation,aspirated,105.25662400930895,261.7697597092723
s11,female,sentence,fortis,22.531698291838108,237.39758758117352
s11,female,sentence,fortis,15.649580928516404,300.6642915815744
s11,female,sentence,fortis,11.537357842974544,282.9631852709606
s11,female,sentence,fortis,12.605254179928284,222.66827338505774
s11,female,sentence,fortis,8.585983032837788,241.15930146184715
s11,female,sentence,fortis,13.873070553865428,229.12490852799417
s11,female,sentence,lenis,35.13530850522827,201.81009040824722
s11,female,sentence,lenis,45.94727550115382,270.20337627145136
s11,female,sentence,lenis,46.63948987944755,222.26874509896396
s11,female,sentence,lenis,92.5355779070699,197.51240080896443
s11,female,sentence,lenis,41.90005431239169,227.5777512716989
s11,female,sentence,lenis,33.328090680003754,226.92806795720617
s11,female,sentence,aspirated,30.513135342536355,270.57049527405155
s11,female,sentence,aspirated,42.308203768485114,321.80619685485294
s11,female,sentence,aspirated,20.250504104207735,295.26135448597756
s11,female,sentence,aspirated,74.06866569638467,265.1309787381706
s11,female,sentence,aspirated,54.747915538078125,285.6561947658212
s11,female,sentence,aspirated,83.4477912305377,229.40353447946984
s12,female,isolation,fortis,3.8598223169260555,241.93530194928098
s12,female,isolation,fortis,6.860566546120906,257.6317270204873
s12,female,isolation,fortis,16.273962851766502,236.42849320562118
s12,female,isolation,fortis,4.981421674992276,243.17134041746056
s12,female,isolation,fortis,16.355698668136554,251.86113719253203
s12,female,isolation,fortis,8.570185874197039,266.2693080083291
s12,female,isolation,lenis,43.51831595182518,210.68639609220287
s12,female,isolation,lenis,70.62797016140608,188.45771182964378
s12,female,isolation,lenis,25.632624814500822,261.6638355697388
s12,female,isolation,lenis,62.42949291490857,225.9063112186003
s12,female,isolation,lenis,88.37198102664206,243.7261204089449
s12,female,isolation,lenis,38.90794968943363,200.0008094107803
s12,female,isolation,aspirated,52.458417435083206,256.2841158805302
s12,female,isolation,aspirated,78.08000397121685,249.12040453252393
s12,female,isolation,aspirated,70.5941575740394,227.68529629062365
s12,female,isolation,aspirated,96.02499835522248,286.63573020989907
s12,female,isolation,aspirated,93.52950232106457,271.34819613533784
s12,female,isolation,aspirated,98.56110567678053,256.6110382303555
s12,female,sentence,fortis,10.771185080554174,247.52331306607687
s12,female,sentence,fortis,11.852727832104472,289.84563883023236
s12,female,sentence,fortis,6.627048901012169,262.25444090365426
s12,female,sentence,fortis,14.740796000366092,258.73775880214
s12,female,sentence,fortis,14.14702218608297,283.56406951535746
s12,female,sentence,fortis,21.343428316841177,239.83118464808547
s12,female,sentence,lenis,35.44859420568902,279.8065454495669
s12,female,sentence,lenis,70.06219796379223,211.67550587078924
s12,female,sentence,lenis,54.66911569966917,235.84009646103095
s12,female,sentence,lenis,35.785858549529244,252.8388622429561
s12,female,sentence,lenis,66.1283047011772,228.01325480948793
s12,female,sentence,lenis,34.56664762496253,244.85551550939527
s12,female,sentence,aspirated,38.89077376867083,278.7294587745213
s12,female,sentence,aspirated,52.10932990639688,288.6621492707845
s12,female,sentence,aspirated,54.925486576045095,304.68976833863826
s12,female,sentence,aspirated,90.40052315002528,289.8650639181767
s12,female,sentence,aspirated,82.81160771330819,300.3383816400157
s12,female,sentence,aspirated,24.381824930750174,321.9948494272277
s13,female,isolation,fortis,20.980059060796105,249.0245071822051
s13,female,isolation,fortis,19.94200253960893,223.21803232396604
s13,female,isolation,fortis,5.957360985117457,246.66185289622368
s13,female,isolation,fortis,3.677877747577959,233.36445480751377
s13,female,isolation,fortis,16.898909457350864,240.1479001480435
s13,female,isolation,fortis,8.634518440227039,246.82616543321393
s13,female,isolation,lenis,58.72161339257726,216.71685821660947
s13,female,isolation,lenis,61.37055345462721,203.95598441907288
